date,match_number,city,team_1,team_2,season_match_no,outcome_winner,player_of_match,toss_winner,toss_decision,officials_match_referees,officials_reserve_umpires,officials_tv_umpires,officials_umpires_1,officials_umpires_2,outcome_by_wickets,season,venue,outcome_by_runs,event_stage,outcome_method
2022-04-24,37,Mumbai,Lucknow Super Giants,Mumbai Indians,37,Lucknow Super Giants,KL Rahul,Mumbai Indians,field,Shakti Singh,N Pandit,VK Sharma,M Erasmus,HAS Khalid,,2022,WankhedeStadium,36.0,group_stage,regular
2022-04-25,38,Mumbai,Punjab Kings,Chennai Super Kings,38,Punjab Kings,S Dhawan,Chennai Super Kings,field,Prakash Bhatt,R Pandit,PG Pathak,M Erasmus,Tapan Sharma,,2022,WankhedeStadium,11.0,group_stage,regular
2022-04-26,39,Pune,Rajasthan Royals,Royal Challengers Bangalore,39,Rajasthan Royals,R Parag,Royal Challengers Bangalore,field,V Narayan Kutty,MV Saidharshan Kumar,UV Gandhe,BNJ Oxenford,KN Ananthapadmanabhan,,2022,MaharashtraCricketAssociationStadium,29.0,group_stage,regular
2022-04-27,40,Mumbai,Sunrisers Hyderabad,Gujarat Titans,40,Gujarat Titans,Umran Malik,Gujarat Titans,field,Shakti Singh,GR Sadashiv Iyer,J Madanagopal,CB Gaffaney,Navdeep Singh,5.0,2022,WankhedeStadium,,group_stage,regular
2022-04-28,41,Mumbai,Kolkata Knight Riders,Delhi Capitals,41,Delhi Capitals,Kuldeep Yadav,Delhi Capitals,field,DS Manohar,A Totre,Nitin Menon,AK Chaudhary,PG Pathak,4.0,2022,WankhedeStadium,,group_stage,regular
2022-04-29,42,Pune,Lucknow Super Giants,Punjab Kings,42,Lucknow Super Giants,KH Pandya,Punjab Kings,field,V Narayan Kutty,Vinod Seshan,KN Ananthapadmanabhan,MA Gough,UV Gandhe,,2022,MaharashtraCricketAssociationStadium,20.0,group_stage,regular
2022-04-30,43,Mumbai,Royal Challengers Bangalore,Gujarat Titans,43,Gujarat Titans,R Tewatia,Royal Challengers Bangalore,bat,Shakti Singh,Chirra Ravikanthreddy,Nitin Menon,HAS Khalid,VK Sharma,6.0,2022,BrabourneStadium,,group_stage,regular
2022-04-30,44,Navi Mumbai,Rajasthan Royals,Mumbai Indians,44,Mumbai Indians,SA Yadav,Mumbai Indians,field,M Nayyar,Tapan Sharma,Navdeep Singh,BNJ Oxenford,YC Barde,5.0,2022,DrDYPatilSportsAcademy,,group_stage,regular
2022-05-01,45,Mumbai,Lucknow Super Giants,Delhi Capitals,45,Lucknow Super Giants,Mohsin Khan,Lucknow Super Giants,bat,Prakash Bhatt,A Totre,PG Pathak,Chirra Ravikanthreddy,CB Gaffaney,,2022,WankhedeStadium,6.0,group_stage,regular
2022-05-01,46,Pune,Chennai Super Kings,Sunrisers Hyderabad,46,Chennai Super Kings,RD Gaikwad,Sunrisers Hyderabad,field,V Narayan Kutty,MV Saidharshan Kumar,MA Gough,AK Chaudhary,KN Ananthapadmanabhan,,2022,MaharashtraCricketAssociationStadium,13.0,group_stage,regular
2022-05-02,47,Mumbai,Rajasthan Royals,Kolkata Knight Riders,47,Kolkata Knight Riders,RK Singh,Kolkata Knight Riders,field,Shakti Singh,Tapan Sharma,CB Gaffaney,J Madanagopal,N Pandit,7.0,2022,WankhedeStadium,,group_stage,regular
2022-05-03,48,Navi Mumbai,Gujarat Titans,Punjab Kings,48,Punjab Kings,K Rabada,Gujarat Titans,bat,DS Manohar,UV Gandhe,HAS Khalid,R Pandit,VK Sharma,8.0,2022,DrDYPatilSportsAcademy,,group_stage,regular
2022-05-04,49,Pune,Royal Challengers Bangalore,Chennai Super Kings,49,Royal Challengers Bangalore,HV Patel,Chennai Super Kings,field,V Narayan Kutty,Vinod Seshan,AK Chaudhary,KN Ananthapadmanabhan,MA Gough,,2022,MaharashtraCricketAssociationStadium,13.0,group_stage,regular
2022-05-05,50,Mumbai,Delhi Capitals,Sunrisers Hyderabad,50,Delhi Capitals,DA Warner,Sunrisers Hyderabad,field,Shakti Singh,N Pandit,Nitin Menon,Navdeep Singh,NA Patwardhan,,2022,BrabourneStadium,21.0,group_stage,regular
2022-05-06,51,Mumbai,Mumbai Indians,Gujarat Titans,51,Mumbai Indians,TH David,Gujarat Titans,field,M Nayyar,R Pandit,BNJ Oxenford,J Madanagopal,GR Sadashiv Iyer,,2022,BrabourneStadium,5.0,group_stage,regular
2022-05-07,52,Mumbai,Punjab Kings,Rajasthan Royals,52,Rajasthan Royals,YBK Jaiswal,Punjab Kings,bat,Prakash Bhatt,UV Gandhe,CB Gaffaney,Chirra Ravikanthreddy,YC Barde,6.0,2022,WankhedeStadium,,group_stage,regular
2022-05-07,53,Pune,Lucknow Super Giants,Kolkata Knight Riders,53,Lucknow Super Giants,Avesh Khan,Kolkata Knight Riders,field,V Narayan Kutty,MV Saidharshan Kumar,KN Ananthapadmanabhan,AK Chaudhary,MA Gough,,2022,MaharashtraCricketAssociationStadium,75.0,group_stage,regular
2022-05-08,54,Mumbai,Royal Challengers Bangalore,Sunrisers Hyderabad,54,Royal Challengers Bangalore,PWH de Silva,Royal Challengers Bangalore,bat,Shakti Singh,A Totre,PG Pathak,BNJ Oxenford,N Pandit,,2022,WankhedeStadium,67.0,group_stage,regular
2022-05-08,55,Navi Mumbai,Chennai Super Kings,Delhi Capitals,55,Chennai Super Kings,DP Conway,Delhi Capitals,field,M Nayyar,Tapan Sharma,HAS Khalid,Nitin Menon,R Pandit,,2022,DrDYPatilSportsAcademy,91.0,group_stage,regular
2022-05-09,56,Navi Mumbai,Kolkata Knight Riders,Mumbai Indians,56,Kolkata Knight Riders,JJ Bumrah,Mumbai Indians,field,Prakash Bhatt,Chirra Ravikanthreddy,BNJ Oxenford,CB Gaffaney,GR Sadashiv Iyer,,2022,DrDYPatilSportsAcademy,52.0,group_stage,regular
2022-05-10,57,Pune,Gujarat Titans,Lucknow Super Giants,57,Gujarat Titans,Shubman Gill,Gujarat Titans,bat,V Narayan Kutty,Vinod Seshan,AK Chaudhary,KN Ananthapadmanabhan,MA Gough,,2022,MaharashtraCricketAssociationStadium,62.0,group_stage,regular
2022-05-11,58,Navi Mumbai,Rajasthan Royals,Delhi Capitals,58,Delhi Capitals,MR Marsh,Delhi Capitals,field,M Nayyar,Tapan Sharma,VK Sharma,NA Patwardhan,Nitin Menon,8.0,2022,DrDYPatilSportsAcademy,,group_stage,regular
2022-05-12,59,Mumbai,Chennai Super Kings,Mumbai Indians,59,Mumbai Indians,DR Sams,Mumbai Indians,field,Shakti Singh,A Totre,Nitin Menon,Chirra Ravikanthreddy,CB Gaffaney,5.0,2022,WankhedeStadium,,group_stage,regular
2022-05-13,60,Mumbai,Punjab Kings,Royal Challengers Bangalore,60,Punjab Kings,JM Bairstow,Royal Challengers Bangalore,field,J Srinath,Vinod Seshan,Navdeep Singh,J Madanagopal,N Pandit,,2022,BrabourneStadium,54.0,group_stage,regular
2022-05-14,61,Pune,Kolkata Knight Riders,Sunrisers Hyderabad,61,Kolkata Knight Riders,AD Russell,Kolkata Knight Riders,bat,V Narayan Kutty,MV Saidharshan Kumar,MA Gough,AK Chaudhary,KN Ananthapadmanabhan,,2022,MaharashtraCricketAssociationStadium,54.0,group_stage,regular
2022-05-15,62,Mumbai,Chennai Super Kings,Gujarat Titans,62,Gujarat Titans,WP Saha,Chennai Super Kings,bat,J Srinath,NA Patwardhan,CB Gaffaney,R Pandit,VK Sharma,7.0,2022,WankhedeStadium,,group_stage,regular
2022-05-15,63,Mumbai,Rajasthan Royals,Lucknow Super Giants,63,Rajasthan Royals,TA Boult,Rajasthan Royals,bat,Prakash Bhatt,YC Barde,BNJ Oxenford,PG Pathak,Tapan Sharma,,2022,BrabourneStadium,24.0,group_stage,regular
2022-05-16,64,Navi Mumbai,Delhi Capitals,Punjab Kings,64,Delhi Capitals,SN Thakur,Punjab Kings,field,Prakash Bhatt,Navdeep Singh,MA Gough,GR Sadashiv Iyer,Nitin Menon,,2022,DrDYPatilSportsAcademy,17.0,group_stage,regular
2022-05-17,65,Mumbai,Sunrisers Hyderabad,Mumbai Indians,65,Sunrisers Hyderabad,RA Tripathi,Mumbai Indians,field,J Srinath,HAS Khalid,Navdeep Singh,CB Gaffaney,N Pandit,,2022,WankhedeStadium,3.0,group_stage,regular
2022-05-18,66,Navi Mumbai,Lucknow Super Giants,Kolkata Knight Riders,66,Lucknow Super Giants,Q de Kock,Lucknow Super Giants,bat,M Nayyar,NA Patwardhan,BNJ Oxenford,R Pandit,YC Barde,,2022,DrDYPatilSportsAcademy,2.0,group_stage,regular
2022-05-19,67,Mumbai,Gujarat Titans,Royal Challengers Bangalore,67,Royal Challengers Bangalore,V Kohli,Gujarat Titans,bat,J Srinath,Tapan Sharma,Navdeep Singh,KN Ananthapadmanabhan,GR Sadashiv Iyer,8.0,2022,WankhedeStadium,,group_stage,regular
2022-05-20,68,Mumbai,Chennai Super Kings,Rajasthan Royals,68,Rajasthan Royals,R Ashwin,Chennai Super Kings,bat,M Nayyar,PG Pathak,YC Barde,CB Gaffaney,NA Patwardhan,5.0,2022,BrabourneStadium,,group_stage,regular
2022-05-21,69,Mumbai,Delhi Capitals,Mumbai Indians,69,Mumbai Indians,JJ Bumrah,Mumbai Indians,field,J Srinath,GR Sadashiv Iyer,HAS Khalid,Nitin Menon,Tapan Sharma,5.0,2022,WankhedeStadium,,group_stage,regular
2022-05-22,70,Mumbai,Sunrisers Hyderabad,Punjab Kings,70,Punjab Kings,Harpreet Brar,Sunrisers Hyderabad,bat,J Srinath,Navdeep Singh,CB Gaffaney,AK Chaudhary,NA Patwardhan,5.0,2022,WankhedeStadium,,group_stage,regular
2022-05-24,71,Kolkata,Rajasthan Royals,Gujarat Titans,Qualifier 1,Gujarat Titans,DA Miller,Gujarat Titans,field,M Nayyar,J Madanagopal,MA Gough,BNJ Oxenford,VK Sharma,7.0,2022,EdenGardens,,Qualifier 1,regular
2022-05-25,72,Kolkata,Royal Challengers Bangalore,Lucknow Super Giants,Eliminator,Royal Challengers Bangalore,RM Patidar,Lucknow Super Giants,field,M Nayyar,VK Sharma,BNJ Oxenford,J Madanagopal,MA Gough,,2022,EdenGardens,14.0,Eliminator,regular
2022-05-27,73,Ahmedabad,Royal Challengers Bangalore,Rajasthan Royals,Qualifier 2,Rajasthan Royals,JC Buttler,Rajasthan Royals,field,J Srinath,KN Ananthapadmanabhan,AK Chaudhary,CB Gaffaney,Nitin Menon,7.0,2022,NarendraModiStadium,,Qualifier 2,regular
2022-05-29,74,Ahmedabad,Rajasthan Royals,Gujarat Titans,Final,Gujarat Titans,HH Pandya,Rajasthan Royals,bat,J Srinath,AK Chaudhary,KN Ananthapadmanabhan,CB Gaffaney,Nitin Menon,7.0,2022,NarendraModiStadium,,Final,regular
2023-03-31,1,Ahmedabad,Chennai Super Kings,Gujarat Titans,1,Gujarat Titans,Rashid Khan,Gujarat Titans,field,J Srinath,A Bengeri,VK Sharma,Nitin Menon,HAS Khalid,5.0,2023,NarendraModiStadium,,group_stage,regular
2023-04-01,2,Chandigarh,Punjab Kings,Kolkata Knight Riders,2,Punjab Kings,Arshdeep Singh,Kolkata Knight Riders,field,M Nayyar,PM Joshi,J Madanagopal,BNJ Oxenford,YC Barde,,2023,PunjabCricketAssociationISBindraStadium,7.0,group_stage,D/L
2023-04-01,3,Lucknow,Lucknow Super Giants,Delhi Capitals,3,Lucknow Super Giants,MA Wood,Delhi Capitals,field,DS Manohar,M Kuppuraj,GR Sadashiv Iyer,AK Chaudhary,NA Patwardhan,,2023,BharatRatnaShriAtalBihariVajpayeeEkanaCricketStadium,50.0,group_stage,regular
2023-04-02,4,Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,4,Rajasthan Royals,JC Buttler,Sunrisers Hyderabad,field,V Narayan Kutty,Abhijit Bhattacharya,Navdeep Singh,KN Ananthapadmanabhan,R Pandit,,2023,RajivGandhiInternationalStadium,72.0,group_stage,regular
2023-04-02,5,Bengaluru,Mumbai Indians,Royal Challengers Bangalore,5,Royal Challengers Bangalore,F du Plessis,Royal Challengers Bangalore,field,J Srinath,A Bengeri,VK Sharma,Nitin Menon,Tapan Sharma,8.0,2023,MChinnaswamyStadium,,group_stage,regular
2023-04-03,6,Chennai,Chennai Super Kings,Lucknow Super Giants,6,Chennai Super Kings,MM Ali,Lucknow Super Giants,field,M Nayyar,PM Joshi,UV Gandhe,A Totre,BNJ Oxenford,,2023,MAChidambaramStadium,12.0,group_stage,regular
2023-04-04,7,Delhi,Delhi Capitals,Gujarat Titans,7,Gujarat Titans,B Sai Sudharsan,Gujarat Titans,field,DS Manohar,M Kuppuraj,AK Chaudhary,A Nand Kishore,GR Sadashiv Iyer,6.0,2023,ArunJaitleyStadium,,group_stage,regular
2023-04-05,8,Guwahati,Punjab Kings,Rajasthan Royals,8,Punjab Kings,NT Ellis,Rajasthan Royals,field,V Narayan Kutty,Abhijit Bhattacharya,R Pandit,KN Ananthapadmanabhan,MV Saidharshan Kumar,,2023,BarsaparaCricketStadium,5.0,group_stage,regular
2023-04-06,9,Kolkata,Kolkata Knight Riders,Royal Challengers Bangalore,9,Kolkata Knight Riders,SN Thakur,Royal Challengers Bangalore,field,Shakti Singh,A Bengeri,Nitin Menon,Vinod Seshan,VK Sharma,,2023,EdenGardens,81.0,group_stage,regular
2023-04-07,10,Lucknow,Sunrisers Hyderabad,Lucknow Super Giants,10,Lucknow Super Giants,KH Pandya,Sunrisers Hyderabad,bat,M Nayyar,PM Joshi,BNJ Oxenford,J Madanagopal,YC Barde,5.0,2023,BharatRatnaShriAtalBihariVajpayeeEkanaCricketStadium,,group_stage,regular
2023-04-08,11,Guwahati,Rajasthan Royals,Delhi Capitals,11,Rajasthan Royals,YBK Jaiswal,Delhi Capitals,field,V Narayan Kutty,Abhijit Bhattacharya,KN Ananthapadmanabhan,Navdeep Singh,MV Saidharshan Kumar,,2023,BarsaparaCricketStadium,57.0,group_stage,regular
2023-04-08,12,Mumbai,Mumbai Indians,Chennai Super Kings,12,Chennai Super Kings,RA Jadeja,Chennai Super Kings,field,DS Manohar,M Kuppuraj,AK Chaudhary,CB Gaffaney,NA Patwardhan,7.0,2023,WankhedeStadium,,group_stage,regular
2023-04-09,13,Ahmedabad,Gujarat Titans,Kolkata Knight Riders,13,Kolkata Knight Riders,RK Singh,Gujarat Titans,bat,J Srinath,A Bengeri,HAS Khalid,Nitin Menon,Tapan Sharma,3.0,2023,NarendraModiStadium,,group_stage,regular
2023-04-09,14,Hyderabad,Punjab Kings,Sunrisers Hyderabad,14,Sunrisers Hyderabad,S Dhawan,Sunrisers Hyderabad,field,M Nayyar,PM Joshi,J Madanagopal,BNJ Oxenford,UV Gandhe,8.0,2023,RajivGandhiInternationalStadium,,group_stage,regular
2023-04-10,15,Bengaluru,Royal Challengers Bangalore,Lucknow Super Giants,15,Lucknow Super Giants,N Pooran,Lucknow Super Giants,field,DS Manohar,M Kuppuraj,CB Gaffaney,AK Chaudhary,A Nand Kishore,1.0,2023,MChinnaswamyStadium,,group_stage,regular
2023-04-11,16,Delhi,Delhi Capitals,Mumbai Indians,16,Mumbai Indians,RG Sharma,Mumbai Indians,field,V Narayan Kutty,Abhijit Bhattacharya,KN Ananthapadmanabhan,MA Gough,R Pandit,6.0,2023,ArunJaitleyStadium,,group_stage,regular
2023-04-12,17,Chennai,Rajasthan Royals,Chennai Super Kings,17,Rajasthan Royals,R Ashwin,Chennai Super Kings,field,J Srinath,A Bengeri,Nitin Menon,Vinod Seshan,VK Sharma,,2023,MAChidambaramStadium,3.0,group_stage,regular
2023-04-13,18,Chandigarh,Punjab Kings,Gujarat Titans,18,Gujarat Titans,MM Sharma,Gujarat Titans,field,R Seth,PM Joshi,BNJ Oxenford,A Totre,J Madanagopal,6.0,2023,PunjabCricketAssociationISBindraStadium,,group_stage,regular
2023-04-14,19,Kolkata,Sunrisers Hyderabad,Kolkata Knight Riders,19,Sunrisers Hyderabad,HC Brook,Kolkata Knight Riders,field,DS Manohar,M Kuppuraj,NA Patwardhan,CB Gaffaney,GR Sadashiv Iyer,,2023,EdenGardens,23.0,group_stage,regular
2023-04-15,20,Bengaluru,Royal Challengers Bangalore,Delhi Capitals,20,Royal Challengers Bangalore,V Kohli,Delhi Capitals,field,Amit Sharma,Abhijit Bhattacharya,MA Gough,KN Ananthapadmanabhan,MV Saidharshan Kumar,,2023,MChinnaswamyStadium,23.0,group_stage,regular
2023-04-15,21,Lucknow,Lucknow Super Giants,Punjab Kings,21,Punjab Kings,Sikandar Raza,Punjab Kings,field,Shakti Singh,A Bengeri,Tapan Sharma,HAS Khalid,VK Sharma,2.0,2023,BharatRatnaShriAtalBihariVajpayeeEkanaCricketStadium,,group_stage,regular
2023-04-16,22,Mumbai,Kolkata Knight Riders,Mumbai Indians,22,Mumbai Indians,VR Iyer,Mumbai Indians,field,R Seth,PM Joshi,J Madanagopal,BNJ Oxenford,UV Gandhe,5.0,2023,WankhedeStadium,,group_stage,regular
2023-04-16,23,Ahmedabad,Gujarat Titans,Rajasthan Royals,23,Rajasthan Royals,SO Hetmyer,Rajasthan Royals,field,Prakash Bhatt,M Kuppuraj,A Nand Kishore,AK Chaudhary,CB Gaffaney,3.0,2023,NarendraModiStadium,,group_stage,regular
2023-04-17,24,Bengaluru,Chennai Super Kings,Royal Challengers Bangalore,24,Chennai Super Kings,DP Conway,Royal Challengers Bangalore,field,Amit Sharma,Abhijit Bhattacharya,MA Gough,KN Ananthapadmanabhan,Navdeep Singh,,2023,MChinnaswamyStadium,8.0,group_stage,regular
2023-04-18,25,Hyderabad,Mumbai Indians,Sunrisers Hyderabad,25,Mumbai Indians,C Green,Sunrisers Hyderabad,field,Shakti Singh,A Bengeri,VK Sharma,Nitin Menon,Vinod Seshan,,2023,RajivGandhiInternationalStadium,14.0,group_stage,regular
2023-04-19,26,Jaipur,Lucknow Super Giants,Rajasthan Royals,26,Lucknow Super Giants,MP Stoinis,Rajasthan Royals,field,R Seth,PM Joshi,BNJ Oxenford,J Madanagopal,YC Barde,,2023,SawaiMansinghStadium,10.0,group_stage,regular
2023-04-20,27,Chandigarh,Royal Challengers Bangalore,Punjab Kings,27,Royal Challengers Bangalore,Mohammed Siraj,Punjab Kings,field,Prakash Bhatt,M Kuppuraj,CB Gaffaney,AK Chaudhary,GR Sadashiv Iyer,,2023,PunjabCricketAssociationISBindraStadium,24.0,group_stage,regular
2023-04-20,28,Delhi,Kolkata Knight Riders,Delhi Capitals,28,Delhi Capitals,I Sharma,Delhi Capitals,field,Amit Sharma,Abhijit Bhattacharya,KN Ananthapadmanabhan,MA Gough,R Pandit,4.0,2023,ArunJaitleyStadium,,group_stage,regular
2023-04-21,29,Chennai,Sunrisers Hyderabad,Chennai Super Kings,29,Chennai Super Kings,RA Jadeja,Chennai Super Kings,field,Shakti Singh,A Bengeri,Nitin Menon,HAS Khalid,VK Sharma,7.0,2023,MAChidambaramStadium,,group_stage,regular
2023-04-22,30,Lucknow,Gujarat Titans,Lucknow Super Giants,30,Gujarat Titans,MM Sharma,Gujarat Titans,bat,R Seth,PM Joshi,J Madanagopal,A Totre,RJ Tucker,,2023,BharatRatnaShriAtalBihariVajpayeeEkanaCricketStadium,7.0,group_stage,regular
2023-04-22,31,Mumbai,Punjab Kings,Mumbai Indians,31,Punjab Kings,SM Curran,Mumbai Indians,field,Prakash Bhatt,M Kuppuraj,AK Chaudhary,CB Gaffaney,GR Sadashiv Iyer,,2023,WankhedeStadium,13.0,group_stage,regular
2023-04-23,32,Bengaluru,Royal Challengers Bangalore,Rajasthan Royals,32,Royal Challengers Bangalore,GJ Maxwell,Rajasthan Royals,field,Amit Sharma,Abhijit Bhattacharya,Navdeep Singh,MA Gough,MV Saidharshan Kumar,,2023,MChinnaswamyStadium,7.0,group_stage,regular
2023-04-23,33,Kolkata,Chennai Super Kings,Kolkata Knight Riders,33,Chennai Super Kings,AM Rahane,Kolkata Knight Riders,field,Shakti Singh,A Bengeri,VK Sharma,Nitin Menon,Tapan Sharma,,2023,EdenGardens,49.0,group_stage,regular
2023-04-24,34,Hyderabad,Delhi Capitals,Sunrisers Hyderabad,34,Delhi Capitals,AR Patel,Delhi Capitals,bat,R Seth,PM Joshi,UV Gandhe,J Madanagopal,RJ Tucker,,2023,RajivGandhiInternationalStadium,7.0,group_stage,regular
2023-04-25,35,Ahmedabad,Gujarat Titans,Mumbai Indians,35,Gujarat Titans,A Manohar,Mumbai Indians,field,SA Satbhai,M Krishnadas,CB Gaffaney,AK Chaudhary,A Nand Kishore,,2023,NarendraModiStadium,55.0,group_stage,regular
2023-04-26,36,Bengaluru,Kolkata Knight Riders,Royal Challengers Bangalore,36,Kolkata Knight Riders,CV Varun,Royal Challengers Bangalore,field,Amit Sharma,Abhijit Bhattacharya,MA Gough,KN Ananthapadmanabhan,R Pandit,,2023,MChinnaswamyStadium,21.0,group_stage,regular
2023-04-27,37,Jaipur,Rajasthan Royals,Chennai Super Kings,37,Rajasthan Royals,YBK Jaiswal,Rajasthan Royals,bat,M Nayyar,Mohamad Rafi,RJ Tucker,A Totre,YC Barde,,2023,SawaiMansinghStadium,32.0,group_stage,regular
2023-04-28,38,Chandigarh,Lucknow Super Giants,Punjab Kings,38,Lucknow Super Giants,MP Stoinis,Punjab Kings,field,Shakti Singh,VM Dhokre,HAS Khalid,Nitin Menon,Vinod Seshan,,2023,PunjabCricketAssociationISBindraStadium,56.0,group_stage,regular
2023-04-29,39,Kolkata,Kolkata Knight Riders,Gujarat Titans,39,Gujarat Titans,J Little,Gujarat Titans,field,SA Satbhai,M Krishnadas,CB Gaffaney,NA Patwardhan,GR Sadashiv Iyer,7.0,2023,EdenGardens,,group_stage,regular
2023-04-29,40,Delhi,Sunrisers Hyderabad,Delhi Capitals,40,Sunrisers Hyderabad,MR Marsh,Sunrisers Hyderabad,bat,V Narayan Kutty,P Joshi,MV Saidharshan Kumar,MA Gough,Navdeep Singh,,2023,ArunJaitleyStadium,9.0,group_stage,regular
2023-04-30,41,Chennai,Chennai Super Kings,Punjab Kings,41,Punjab Kings,DP Conway,Chennai Super Kings,bat,M Nayyar,Mohamad Rafi,YC Barde,RJ Tucker,UV Gandhe,4.0,2023,MAChidambaramStadium,,group_stage,regular
2023-04-30,42,Mumbai,Rajasthan Royals,Mumbai Indians,42,Mumbai Indians,YBK Jaiswal,Rajasthan Royals,bat,J Srinath,VM Dhokre,Tapan Sharma,Vinod Seshan,VK Sharma,6.0,2023,WankhedeStadium,,group_stage,regular
2023-05-01,43,Lucknow,Royal Challengers Bangalore,Lucknow Super Giants,43,Royal Challengers Bangalore,F du Plessis,Royal Challengers Bangalore,bat,Prakash Bhatt,M Krishnadas,A Nand Kishore,AK Chaudhary,GR Sadashiv Iyer,,2023,BharatRatnaShriAtalBihariVajpayeeEkanaCricketStadium,18.0,group_stage,regular
2023-05-02,44,Ahmedabad,Delhi Capitals,Gujarat Titans,44,Delhi Capitals,Mohammed Shami,Delhi Capitals,bat,V Narayan Kutty,P Joshi,KN Ananthapadmanabhan,MA Gough,R Pandit,,2023,NarendraModiStadium,5.0,group_stage,regular
2023-05-03,45,Lucknow,Lucknow Super Giants,Chennai Super Kings,45,no result,,Chennai Super Kings,field,Prakash Bhatt,M Krishnadas,CB Gaffaney,AK Chaudhary,NA Patwardhan,,2023,BharatRatnaShriAtalBihariVajpayeeEkanaCricketStadium,,group_stage,regular
2023-05-03,46,Chandigarh,Punjab Kings,Mumbai Indians,46,Mumbai Indians,Ishan Kishan,Mumbai Indians,field,SS Raul,Mohamad Rafi,A Totre,J Madanagopal,RJ Tucker,6.0,2023,PunjabCricketAssociationISBindraStadium,,group_stage,regular
2023-05-04,47,Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,47,Kolkata Knight Riders,CV Varun,Kolkata Knight Riders,bat,V Narayan Kutty,P Joshi,MV Saidharshan Kumar,KN Ananthapadmanabhan,MA Gough,,2023,RajivGandhiInternationalStadium,5.0,group_stage,regular
2023-05-05,48,Jaipur,Rajasthan Royals,Gujarat Titans,48,Gujarat Titans,Rashid Khan,Rajasthan Royals,bat,J Srinath,VM Dhokre,Nitin Menon,HAS Khalid,VK Sharma,9.0,2023,SawaiMansinghStadium,,group_stage,regular
2023-05-06,49,Chennai,Mumbai Indians,Chennai Super Kings,49,Chennai Super Kings,M Pathirana,Chennai Super Kings,field,V Narayan Kutty,P Joshi,KN Ananthapadmanabhan,BNJ Oxenford,Navdeep Singh,6.0,2023,MAChidambaramStadium,,group_stage,regular
2023-05-06,50,Delhi,Royal Challengers Bangalore,Delhi Capitals,50,Delhi Capitals,PD Salt,Royal Challengers Bangalore,bat,M Nayyar,Mohamad Rafi,J Madanagopal,RJ Tucker,YC Barde,7.0,2023,ArunJaitleyStadium,,group_stage,regular
2023-05-07,51,Ahmedabad,Gujarat Titans,Lucknow Super Giants,51,Gujarat Titans,Shubman Gill,Lucknow Super Giants,field,Prakash Bhatt,M Krishnadas,CB Gaffaney,AK Chaudhary,A Nand Kishore,,2023,NarendraModiStadium,56.0,group_stage,regular
2023-05-07,52,Jaipur,Rajasthan Royals,Sunrisers Hyderabad,52,Sunrisers Hyderabad,GD Phillips,Rajasthan Royals,bat,J Srinath,VM Dhokre,VK Sharma,Nitin Menon,Vinod Seshan,4.0,2023,SawaiMansinghStadium,,group_stage,regular
2023-05-08,53,Kolkata,Punjab Kings,Kolkata Knight Riders,53,Kolkata Knight Riders,AD Russell,Punjab Kings,bat,SS Raul,Mohamad Rafi,UV Gandhe,A Totre,J Madanagopal,5.0,2023,EdenGardens,,group_stage,regular
2023-05-09,54,Mumbai,Royal Challengers Bangalore,Mumbai Indians,54,Mumbai Indians,SA Yadav,Mumbai Indians,field,RS Sodhi,VM Dhokre,Nitin Menon,HAS Khalid,VK Sharma,6.0,2023,WankhedeStadium,,group_stage,regular
2023-05-10,55,Chennai,Chennai Super Kings,Delhi Capitals,55,Chennai Super Kings,RA Jadeja,Chennai Super Kings,bat,Sanjay Verma,M Krishnadas,AK Chaudhary,CB Gaffaney,NA Patwardhan,,2023,MAChidambaramStadium,27.0,group_stage,regular
2023-05-11,56,Kolkata,Kolkata Knight Riders,Rajasthan Royals,56,Rajasthan Royals,YBK Jaiswal,Rajasthan Royals,field,P Dharmani,P Joshi,R Pandit,RJ Tucker,MV Saidharshan Kumar,9.0,2023,EdenGardens,,group_stage,regular
2023-05-12,57,Mumbai,Mumbai Indians,Gujarat Titans,57,Mumbai Indians,SA Yadav,Gujarat Titans,field,RS Sodhi,VM Dhokre,Vinod Seshan,Nitin Menon,Tapan Sharma,,2023,WankhedeStadium,27.0,group_stage,regular
2023-05-13,58,Hyderabad,Sunrisers Hyderabad,Lucknow Super Giants,58,Lucknow Super Giants,PN Mankad,Sunrisers Hyderabad,bat,P Dharmani,Mohamad Rafi,YC Barde,A Totre,J Madanagopal,7.0,2023,RajivGandhiInternationalStadium,,group_stage,regular
